GROUP,TID,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL
Yogi Fault Condition Test,Request Settle Time and Drive Current for Steady State,send Valencia Calibrated Current Request Packet to Apple Test SW,mtcp_send_vdcr,15000,VDCR,,,,,,
Yogi Fault Condition Test,get Settle Time for Steady State,get Settle time,mtcp_vdcr_data,15000,TIME,,s,,,,
Yogi Fault Condition Test,get Drive Current for Steady State,get Calibrated Current,mtcp_vdcr_data,10000,CURRENT,,A,0,1,,
Yogi Fault Condition Test,Request Ipulsemax,Request Ipulsemax,requestipulsemax,15000,YGTR,,,,,,
Yogi Fault Condition Test,Request ISELpulsemax,Request I_sel_pulsemax,requestselipulsemax,15000,YGTR,C2,,,,,
Yogi Fault Condition Test,get I_PULSEMAX_B1 value,GetIpulsemax,getipulsemax,5000,I_PULSEMAX_B1,,,,,,
Yogi Fault Condition Test,get I_PULSEMAX_B2 value,GetIpulsemax,getipulsemax,5000,I_PULSEMAX_B2,,,,,,
Yogi Fault Condition Test,get I_PULSEMAX_B3 value,GetIpulsemax,getipulsemax,5000,I_PULSEMAX_B3,,,,,,
Yogi Fault Condition Test,get I_CAL value,GetIpulsemax,getipulsemax,5000,I_CAL,,,,,,
Yogi Fault Condition Test,get SEL_I_PULSEMAX value,GetIpulsemax,getipulsemax,5000,SEL_I_PULSEMAX,,,,,,
Yogi Fault Condition Test,get SEL_I_SEVERE value,GetIpulsemax,getipulsemax,5000,SEL_I_SEVERE,,,,,,
Yogi Fault Condition Test,Set Yogi R37=0X80,Go to Standby Mode_NVM_LOOK_AHEAD,Set_Yogi_Data,5000,CH1*0x33*0x37*1,0x80,,,,,
Yogi Fault Condition Test,set nvm regi to testing,set nvm regi to testing,set_nvm_to_testing,5000,,,,,,,
Yogi Fault Condition Test,YGTS#Y_I_STANDBY#Measure Standby Mode Current,Read DUT_VDD_Y_CURRENT,arm_dmm,5000,DUT_VDD_Y_CURRENT,,uA,,,,
Yogi Fault Condition Test,Set Yogi R30=0X30_1,Go to Standby Mode_NVM_TEST_EN,Set_Yogi_Data,5000,CH1*0x33*0x30*1,0x80,,,,,
Yogi Fault Condition Test,Set Yogi R37=0X37,Go to Standby Mode_NVM_TEST_EN,Set_Yogi_Data,5000,CH1*0x33*0x37*1,0x80,,,,,
Yogi Fault Condition Test,Set Yogi R38=0X80,Go to Actice Mode,Set_Yogi_Data,5000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,YGTS#Y_I_ACTIVE#Measure Active Mode Current,Read DUT_VDD_Y_CURRENT,arm_dmm,5000,DUT_VDD_Y_CURRENT,,uA,,,,
Yogi Fault Condition Test,reset smu config infro,reset smu config infro,smu_reset_config,5000,,,,,,,
Yogi Fault Condition Test,Supply 1 pulse of 1.4A and Measure the current on ANODE,supply 1 pulse of 1.4A and measure the current on ANODE,smu_output_current,10000,1,1.4,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_A,supply 1 pulse of 1.4A and measure the voltage on ANODE,getyogifaulttestdata,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_A#Read Yogi Status Register R24,Read Yogi Status Register A,arm_i2c_read,10000,CH1*0x33*0x24*1,{{LEAKAGE_A}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_A#read Yogi fault A condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_A]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  A (R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  A (R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_0,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Supply 1 pulse of I_PULSEMAX_B1 and Measure the current on ANODE,supply 1 pulse of I_PULSEMAX_B1 and measure the current on ANODE,smu_output_current,10000,1,I_PULSEMAX_B1,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_B1,supply 1 pulse of IPULSEMAX_B1 and measure the voltage on ANODE,getyogifaulttestdata,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_B1#Read Yogi Status Register R24,Read Yogi Status Register B1,arm_i2c_read,10000,CH1*0x33*0x24*1,{{LEAKAGE_B1}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_B1#read Yogi fault B1 condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_B1]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  B1 (R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms_1_0,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  B1(R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_1_1,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Supply 1 pulse of I_PULSEMAX_B2 and Measure the current on ANODE,supply 1 pulse of I_PULSEMAX_B2 and measure the current on ANODE,smu_output_current,10000,1,I_PULSEMAX_B2,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_B2,supply 1 pulse of IPULSEMAX_B2 and measure the voltage on ANODE,getyogifaulttestdata,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_B2#Read Yogi Status Register_R24,Read Yogi Status Register B2,arm_i2c_read,10000,CH1*0x33*0x24*1,{{LEAKAGE_B2}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_B2#read Yogi fault B2 condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_B2]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  B2 (R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms_2,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  B2 (R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_1_2,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Supply 1 pulse of IPULSEMAX_B3 and Measure the current on ANODE,supply 1 pulse of I_PULSEMAX_B3 and measure the current on ANODE,smu_output_current,10000,1,I_PULSEMAX_B3,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_B3,supply 1 pulse of IPULSEMAX_B3 and measure the voltage on ANODE,getyogifaulttestdata,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_B3#Read Yogi Status Register_R24,Read Yogi Status Register B3,arm_i2c_read,10000,CH1*0x33*0x24*1,{{LEAKAGE_B3}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_B3#read Yogi fault B3 condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_B3]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  B3 (R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms_3,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  B3 (R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_1_3,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,config smu pulse C,config smu pulse B3,smu_configpulse,5000,pulse_number=1;pulse_width=0.0041;pulse_duty=10.8;pulse_level=0.2;pulse_all_measure_delay=0.001;pulse_nplc=0.001;pulse_all_measure_points=330;pulse_all_measure_interal=0.001;pulse_dio_trigger_type=1;print_raw_data=1;,,,,,,
Yogi Fault Condition Test,Supply 1 pulse of 200mA and Measure the current on ANODE,supply 1 pulse of 200mA and measure the current on ANODE,smu_output_current,10000,1,0.2,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_C,supply 1 pulse of 0.2A and measure the voltage on ANODE,getyogifaulttestdata,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_C#Read Yogi Status Register_R24,Read Yogi Status Register C,arm_i2c_read,10000,CH1*0x33*0x24*1,{{LEAKAGE_C}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_C#read Yogi fault C condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_C]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  C(R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms_4,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  C (R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_1_4,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,config smu pulse D,config smu pulse D,smu_configpulse,5000,pulse_number=2;pulse_width=0.0036;pulse_duty=24.84;pulse_level=0.2;pulse_all_measure_delay=0.001;pulse_nplc=0.001;pulse_all_measure_points=330;pulse_all_measure_interal=0.001;pulse_dio_trigger_type=1;print_raw_data=1;,,,,,,
Yogi Fault Condition Test,Supply 2 pulses of 200mA and Measure the current on ANODE,supply 2 pulses of 200mA and measure the current on ANODE,smu_output_current,10000,2,0.2,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_D,supply 2 pulse of 0.2A and measure the voltage on ANODE,getyogifaulttestdata,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_D#Read Yogi Status Register_R24,Read Yogi Status Register D,arm_i2c_read,10000,CH1*0x33*0x24*1,{{LEAKAGE_D}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_D#read Yogi fault D condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_D]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  D(R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms_5,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  D (R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_1_5,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,config smu pulse E,config smu pulse E,smu_configpulse,5000,pulse_number=25;pulse_width=0.0036;pulse_duty=21.6;pulse_level=0.2;pulse_all_measure_delay=0.001;pulse_nplc=0.001;pulse_all_measure_points=330;pulse_all_measure_interal=0.001;pulse_dio_trigger_type=1;print_raw_data=1;,,,,,,
Yogi Fault Condition Test,Supply 25 pulses of Calibrated Current and Measure the current on ANODE,Test Fault E Condition,read_regi_condition,10000,25,VCAL_CHECK,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_E,supply 25 pulse of Calibrated Current and measure the voltage on ANODE,read_regi_condition,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_E_1#Read Yogi Status Register,Read Yogi Status Register E1,read_regi_condition,10000,1ST,,,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_E_2#Read Yogi Status Register,Read Yogi Status Register E2,read_regi_condition,10000,2ND,{{LEAKAGE_E}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_E#read Yogi fault E condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_E]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  E (R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms_6,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  E (R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_1_6,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,YGTS#SEND#SendYGTS,uploadmtcp,uploadmtcp,45000,YGTS,,,,,,
Valencia Emitter Count Check,Set Yogi R37=0X37_1,Go to Standby Mode_NVM_TEST_EN,Set_Yogi_Data,5000,CH1*0x33*0x37*1,0x80,,,,,
Valencia Emitter Count Check,Set Yogi R30=0X30_1_1,Go to Standby Mode_NVM_TEST_EN,Set_Yogi_Data,5000,CH1*0x33*0x30*1,0x80,,,,,
Valencia Emitter Count Check,Set Yogi R39=0X1F_1,Go to Standby Mode_NVM_TEST_EN,Set_Yogi_Data,5000,CH1*0x33*0x39*1,0x1f,,,,,
Valencia Emitter Count Check,Set Yogi R1F=0XFF_1,Go to Standby Mode_NVM_TEST_EN,Set_Yogi_Data,5000,CH1*0x33*0x1f*1,0xFF,,,,,
Valencia Emitter Count Check,Set Yogi R38=0X80_1,Go to Actice Mode,Set_Yogi_Data,5000,CH1*0x33*0x38*1,0x80,,,,,
Valencia Emitter Count Check,reset smu config infro2,reset smu config infro,smu_reset_config,5000,,,,,,,
Valencia Emitter Count Check,Drive Pulse Current,Drive Pulse Current,smu_output_current,50000,15,VCAL_CHECK_NO_READ,,,,,
Valencia Emitter Count Check,Waiting TEMP to 40 C,Waiting TEMP to 40 C,tec_set_temp,10000,40,,,39,41,,
Valencia Emitter Count Check,EMCT#NTC_STEADY_STATE#Wait DUT steady,Wait DUT steady,skip,15000,,,C,20,45,,
Valencia Emitter Count Check,Camera Connect,Camera Connect,connect,25000,,,,,,,
Valencia Emitter Count Check,Version,Show Version,version,25000,,,,,,,
Valencia Emitter Count Check,SN Ready,SN Ready,snready,25000,,,,,,,
Valencia Emitter Count Check,EMCT#SOCKET_DCR#SOCKET_DCR,SOCKET_DCR,get_dcr,1000,,,mohm,,,,
Valencia Emitter Count Check,SMU_Measure_Vol_Curr,SMU_Measure_Vol_Curr,measure_vol_cur,5000,,,,,,,
Valencia Emitter Count Check,EMCT#FORWARD_V#Forward Volt,forward Volt,getpulsevoltcurr,10000,PulseVolt,10,V,1,4,,
Valencia Emitter Count Check,EMCT#FORWARD_I#Result curr,Forward Volt curr,getpulsevoltcurr,5000,PulseCurr,10,A,0,2,,
Valencia Emitter Count Check,SMU power off,Camera Trigger,smu_power_off,5000,,,,,,,
Valencia Emitter Count Check,Camera Trigger,Camera Trigger,trigger,25000,,,,,,,
Valencia Emitter Count Check,Camera Parameter,Camera Parameter,parameter,25000,0.5,,,,,,
Valencia Emitter Count Check,Camera Capture,Camera Capture,ready,25000,,,,,,,
Valencia Emitter Count Check,EMCT#EMITTER_CENTER_X#GetResult,GetResult,getresult,5000,xindex,,pixel,,,,
Valencia Emitter Count Check,EMCT#EMITTER_CENTER_Y#GetResult,GetResult,getresult,5000,yindex,,pixel,,,,
Valencia Emitter Count Check,EMCT#EMITTER_SIZE#GetResult,GetResult,getresult,5000,area,,pixel,,,,
Valencia Emitter Count Check,EMCT#AVG_POWER#GetResult,GetResult,getresult,5000,mean,,W,0.003,0.006,,
Valencia Emitter Count Check,EMCT#UNIF_MAX#GetResult,GetResult,getresult,5000,max,,W,,,,
Valencia Emitter Count Check,EMCT#UNIF_MIN#GetResult,GetResult,getresult,5000,min,,W,,,,
Valencia Emitter Count Check,EMCT#UNIF_STD#GetResult,GetResult,getresult,5000,std,,W,0.001,0.006,,
Valencia Emitter Count Check,EMCT#CLUSTER_THRESHOLD#GetResult,GetResult,skip,5000,,,,,,,
Valencia Emitter Count Check,EMCT#VALID_EMITTER_CNT#GetResult,GetResult,getresult,5000,count,,,100,300,,
Valencia Emitter Count Check,Uniformity,GetResult,getresult,25000,uniformity,,,1,10,,
Valencia Emitter Count Check,EMCT#IMAGE_DATA#Path,Path,imagepath,25000,,,,,,,
Valencia Emitter Count Check,EMCT#IMG_WIDTH#Width,Path,imagewidth,25000,,,,,,,
Valencia Emitter Count Check,EMCT#IMG_HEIGHT#Hight,Path,imageheight,25000,,,,,,,
Valencia Emitter Count Check,EMCT#SEND#SendEMCT,uploadmtcp,uploadmtcp,45000,EMCT,,,,,,
Power Off,TSED#SEND#Send Data,Send TSED,uploadmtcp,45000,TSED,,,,,,
Power Off,Discon_REQ_Cam,Discon_REQ_Cam,disconnect,,,,,,,,
Power Off,reset SMU2,reset smu,smu_power_off,10000,,,,,,,
Power Off,Power Off,All I/O set to 0 Bit26=1,arm_reset,10000,,,,,,,
Power Off,Turn Off TEC,Turn Off TEC before this test. DUT need to be tested as Cold Start,tec_stop,10000,,,,,,,
