GROUP,TID,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL
Calypso & Yogi Communication Test,time delay 100ms,time delay 100ms,delay,10000,100,,ms,,,,
Calypso & Yogi Communication Test,set Calypso low power mode,set Calypso low power mode,arm_i2c_set_mode,5000,DOOPLER,LOW,,,,,
Calypso & Yogi Communication Test,delay 10 ms,time delay 10ms,delay,5000,10,,ms,,,,
Calypso & Yogi Communication Test,DPCK#C_I_IDLE_LOW#measure calypos low power mode current,read calypos low power mode current,arm_dmm,5000,DUT_VDD_D_CURRENT,,uA,,,,
Calypso & Yogi Communication Test,set Calypso high power mode,set Calypso high power mode,arm_i2c_set_mode,5000,DOOPLER,HIGH,,,,,
Calypso & Yogi Communication Test,delay 10 ms_1,time delay 10ms,delay,5000,10,,ms,,,,
Calypso & Yogi Communication Test,DPCK#C_NVM_DATA#read Calypso nvm,read Calypso nvm,arm_i2c_read_nvm,5000,DOOPLER,,,,,,
Calypso & Yogi Communication Test,DPCK#Y_DEVICE_ID_H#read device ID high byte,Prase Device ID High byte,arm_i2c_read,5000,CH1*0x33*0x00*1,,,,,,
Calypso & Yogi Communication Test,DPCK#Y_DEVICE_ID_L#read device ID low byte,Prase Device ID Low byte,arm_i2c_read,5000,CH1*0x33*0x01*1,,,,,,
Calypso & Yogi Communication Test,DPCK#Y_REVISION_MAJOR#read revision major,Prase Device revision major,arm_i2c_read,5000,CH1*0x33*0x02*1,,,,,,
Calypso & Yogi Communication Test,DPCK#Y_REVISION_MINOR#read revision minor,Prase Device revision minor,arm_i2c_read,5000,CH1*0x33*0x03*1,,,,,,
Calypso & Yogi Communication Test,DPCK#Y_TRACE_ID#Send to MTCP,Prase Trace ID,arm_i2c_read,5000,CH1*0x33*0x04*4,,,,,,
Calypso & Yogi Communication Test,Set Yogi Register Addr 0x37,Bypass Yogi Limit  addr 0x37,set_yogi_data,10000,CH1*0x33*0x37*1,0x80,,,,,
Calypso & Yogi Communication Test,Set Yogi Register Addr 0x30,Bypass Yogi Limit  addr 0x30,set_yogi_data,10000,CH1*0x33*0x30*1,0x80,,,,,
Calypso & Yogi Communication Test,Set Yogi Register Addr 0x39,Bypass Yogi Limit  addr 0x39,set_yogi_data,10000,CH1*0x33*0x39*1,0x1F,,,,,
Calypso & Yogi Communication Test,Set Yogi Register Addr 0x1F,Bypass Yogi Limit  addr 0x1F,set_yogi_data,10000,CH1*0x33*0x1F*1,0xFF,,,,,
Calypso & Yogi Communication Test,Set Yogi Register Addr 0x38,Bypass Yogi Limit  addr 0x38,set_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Calypso & Yogi Communication Test,Pull high STATUS pin,Pull STATUS Pin high to put Yogi in active Mode,set_dut_status,10000,HIGH,,,,,,
Calypso & Yogi Communication Test,DPCK#Y_I_ACTIVE#Measure Active Mode Current,Read DUT_VDD_Y_CURRENT,arm_dmm,5000,DUT_VDD_Y_CURRENT,,uA,,,,
Calypso & Yogi Communication Test,Pull low STATUS pin,Pull STATUS Pin Low to put Yogi in Standby Mode,set_dut_status,10000,LOW,,,,,,
Calypso & Yogi Communication Test,DPCK#SEND#Send to MTCP,Send DPCK to MTCP,uploadmtcp,45000,DPCK,,,,,,
Yogi NVM Data Write ,Power Off VDD_D_3V,VDD_D_3V(power up Doppler),arm_relay_dis,5000,SUPPLY_VDD_D_3V,,,,,,
Yogi NVM Data Write ,Power Off VDD_Y_3V,VDD_Y_3V(power up Yogi),arm_relay_dis,5000,SUPPLY_VDD_Y_3V,,,,,,
Yogi NVM Data Write ,time delay 100ms_2,time delay 100ms,delay,10000,100,,ms,,,,
Yogi NVM Data Write ,Power On VDD_D_3V_2,VDD_D_3V(power up Doppler),arm_relay,5000,SUPPLY_VDD_D_3V,,,,,,
Yogi NVM Data Write ,Power On VDD_Y_3V_2,VDD_Y_3V(power up Yogi),arm_relay,5000,SUPPLY_VDD_Y_3V,,,,,,
Yogi NVM Data Write ,time delay 100ms_2_1,time delay 100ms,delay,10000,100,,ms,,,,
Yogi NVM Data Write ,Request ISELpulsemax,Request I_sel_pulsemax,requestselipulsemax,15000,YGTR,C1,,,,,
Yogi NVM Data Write ,get SEL_I_PULSEMAX value,GetIpulsemax,getipulsemax,5000,SEL_I_PULSEMAX,,,,,,
Yogi NVM Data Write ,get SEL_I_SEVERE value,GetIpulsemax,getipulsemax,5000,SEL_I_SEVERE,,,,,,
Yogi NVM Data Write ,Set Yogi NVM write flag,Set Yogi NVM write flag,setyoginvmflag,15000,CH1*0x33*0x1e*2,,,,,,
Yogi NVM Data Write ,Set Yogi Register Addr 0x37_1,Bypass Yogi Limit  addr 0x37,set_yogi_data,10000,CH1*0x33*0x37*1,0x80,,,,,
Yogi NVM Data Write ,Set Yogi Register Addr 0x30_1,Bypass Yogi Limit  addr 0x30,set_yogi_data,10000,CH1*0x33*0x30*1,0x80,,,,,
Yogi NVM Data Write ,Set Yogi Register Addr 0x38_1,Bypass Yogi Limit  addr 0x38,set_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi NVM Data Write ,YGWC#Y_NVM_1#Read Configuration Register 1 ,Read Configuration Register 1 ,arm_i2c_read,10000,CH1*0x33*0x12*18,,,,,,
Yogi NVM Data Write ,Set NVM Register for Testing ,Set NVM Register for Testing ,set_nvm_to_testing,10000,YOGI,,,,,,
Yogi NVM Data Write ,time delay 100ms_11,time delay 100ms,delay,10000,100,,ms,,,,
Yogi NVM Data Write ,YGWC#Y_NVM_2#Read Configuration Register 2,Read Configuration Register 2,arm_i2c_read,10000,CH1*0x33*0x12*18,,,,,,
Yogi NVM Data Write ,Calculate the Yogi NVM 16bit CRC ,Calculate the 16bit CRC ,calculate_nvm_crc,10000,,,,,,,
Yogi NVM Data Write ,YGWC#CONFIG_CRC_H_CALC#Send CRC_H_CALC,Get the 16bit CRC High,get_nvm_crc,10000,HIGH,,,,,,
Yogi NVM Data Write ,YGWC#CONFIG_CRC_L_CALC#Send CRC_L_CALC,Get the 16bit CRC Low,get_nvm_crc,10000,LOW,,,,,,
Yogi NVM Data Write ,Set NVM Test Mode,Set NVM_PROG_TEST Register ,Set_Yogi_Data,,CH1*0x33*0x37*1,0x40,,,,,
Yogi NVM Data Write ,Enable NVM Program Test1,Set NVM_CONFIG_PROG_EN Register ,Set_Yogi_Data,,CH1*0x33*0x30*1,0x01,,,,,
Yogi NVM Data Write ,Wait TWAIT_NVM_PROG = 15ms,Wait TWAIT_NVM_PROG = 15ms ,delay,,15,,ms,,,,
Yogi NVM Data Write ,YGWC#CONFIG_CRC_H#Send CRC_H,Read TEST_CONFIG_CRC_H register ,arm_i2c_read,10000,CH1*0x33*0x3C*1,{{CRC_H}},,,,,
Yogi NVM Data Write ,YGWC#CONFIG_CRC_L#Send CRC_H,Read TEST_CONFIG_CRC_L register ,arm_i2c_read,10000,CH1*0x33*0x3D*1,{{CRC_L}},,,,,
Yogi NVM Data Write ,Write Config CRC High,Write Config CRC High ,yogi_write_crc,,CH1*0x33*0x22*1*[[CRC_H]],HIGH,,,,,
Yogi NVM Data Write ,Write Config CRC Low,Write Config CRC Low,yogi_write_crc,,CH1*0x33*0x23*1*[[CRC_L]],LOW,,,,,
Yogi NVM Data Write ,Clear NVM Test Mode,Clear NVM_PROG_TEST Register ,arm_i2c_write,,CH1*0x33*0x37*1*0x00,,,,,,
Yogi NVM Data Write ,Set HV Voltage,Relay HV_8V,arm_relay,10000,SUPPLY_HV_8V,,,,,,
Yogi NVM Data Write ,Enable NVM Program Test,Set NVM_PROG_TEST Register ,Set_Yogi_Data,,CH1*0x33*0x30*1,0x01,,,,,
Yogi NVM Data Write ,Wait TWAIT_NVM_PROG = 15ms_2,Wait TWAIT_NVM_PROG = 15ms ,delay,,15,,ms,,,,
Yogi NVM Data Write ,YGWC#PROG0_REG#Write NVM Register,Read NVMProg0Reg Register,arm_i2c_read,10000,CH1*0x33*0x30*1,noskip,,,,,
Yogi NVM Data Write ,Turn off HV Voltage,Turn Off HV pin,arm_relay_dis,10000,SUPPLY_HV_8V,,,,,,
Yogi NVM Data Write ,time delay 500,time delay 1500ms,delay,10000,500,,ms,,,,
Yogi NVM Data Write ,reset ARM board_1,All I/O set to 0 Bit26=1,arm_reset,1000,,,,,,,
Yogi NVM Data Write ,time delay 5000,time delay 5000ms,delay,10000,5000,,ms,,,,
Yogi NVM Data Write ,Power On VDD_D_3V_2_1,VDD_D_3V(power up Doppler),arm_relay,5000,SUPPLY_VDD_D_3V,,,,,,
Yogi NVM Data Write ,Power On VDD_Y_3V_2_1,VDD_Y_3V(power up Yogi),arm_relay,5000,SUPPLY_VDD_Y_3V,,,,,,
Yogi NVM Data Write ,time delay 1700ms,time delay 1700ms,delay,10000,1700,,ms,,,,
Yogi NVM Data Write ,YGWC#Y_NVM_3#Read Configuration Register 3,Read Configuration Register,arm_i2c_read,10000,CH1*0x33*0x12*18,noskip,,,,,
Yogi NVM Data Write ,Read Yogi data map 0x00~0x0F,Read Yogi data map,arm_i2c_read,10000,CH1*0x33*0x00*16,,,,,,
Yogi NVM Data Write ,Read Yogi data map 0x10~0x1F,Read Yogi data map,arm_i2c_read,10000,CH1*0x33*0x10*16,,,,,,
Yogi NVM Data Write ,Read Yogi data map 0x20~0x2F,Read Yogi data map,arm_i2c_read,10000,CH1*0x33*0x20*16,,,,,,
Yogi NVM Data Write ,Read Yogi data map 0x30~0x3F,Read Yogi data map,arm_i2c_read,10000,CH1*0x33*0x30*16,,,,,,
Yogi NVM Data Write ,reset Yogi NVM Data Write skip flag,reset Yogi NVM Data Write skip flag,reset_yogi_nvm_flag,10000,,,,,,,
Yogi NVM Data Write ,YGWC#SEND#send YGWC,send YGWC,uploadmtcp,45000,YGWC,,,,,,
Valencia LIV Check,Set TEC to 25 C,Set TEC to 25 C,tec_set_temp,10000,25,,,,,,
Valencia LIV Check,Turn On TEC,Turn On TEC,tec_start,10000,,,,,,,
Valencia LIV Check,Read NTC 1,Read NTC from DUT,tec_get_temp,5000,1,,C,24,26,,
Valencia LIV Check,Request Settle Time and Drive Current for Steady State,send Valencia Calibrated Current Request Packet to Apple Test SW,mtcp_send_vdcr,15000,VDCR,,,,,,
Valencia LIV Check,get Settle Time for Steady State,get Settle time,mtcp_vdcr_data,15000,TIME,,s,,,,
Valencia LIV Check,get Drive Current for Steady State,get Calibrated Current,mtcp_vdcr_data,10000,CURRENT,,A,0,1,,
Valencia LIV Check,Set Yogi Register Addr 0x37_2,Bypass Yogi Limit  addr 0x37,set_yogi_data,10000,CH1*0x33*0x37*1,0x80,,,,,
Valencia LIV Check,Set Yogi Register Addr 0x30_2,Bypass Yogi Limit  addr 0x30,set_yogi_data,10000,CH1*0x33*0x30*1,0x80,,,,,
Valencia LIV Check,Set Yogi Register Addr 0x39_2,Bypass Yogi Limit  addr 0x39,set_yogi_data,10000,CH1*0x33*0x39*1,0x1F,,,,,
Valencia LIV Check,Set Yogi Register Addr 0x1F_2,Bypass Yogi Limit  addr 0x1F,set_yogi_data,10000,CH1*0x33*0x1F*1,0xFF,,,,,
Valencia LIV Check,Set Yogi Register Addr 0x38_2,Bypass Yogi Limit  addr 0x38,set_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Valencia LIV Check,Put Yogi to Active mode_2,Pull STATUS Pin HIGH,set_dut_status,10000,HIGH,,,,,,
Valencia LIV Check,time delay 500_1,time delay 1500ms,delay,10000,500,,ms,,,,
Valencia LIV Check,debug read Yogi state_3,Read Configuration Register ,arm_i2c_read,10000,CH1*0x33*0x24*1,,,,,,
Valencia LIV Check,Drive DUT with 10 calibrate current pulses,Drive DUT with 10 calibrate current pulses,drivedutwithpulse,50000,VCAL_CHECK,POST,,0.5,1,,
Valencia LIV Check,VTSTPOST#PEAK_OPWR_ICAL#get peak power,get peak power while driver DUT with calibrate current pulse,piam_pwrdata,5000,ALLPEAK,,mW,495,505,,
Valencia LIV Check,VTSTPOST#VF_CAL#get forward voltage,get forward voltage while driver DUT with calibrate current pulse,piam_pwrdata,5000,PULSEVOLT,,V,,,,
Valencia LIV Check,VTSTPOST#IF_CAL#get forward current,get forward current while driver DUT with calibrate current pilse,piam_pwrdata,5000,PULSECURR,,A,,,,
Valencia LIV Check,VTSTPOST#FWHM_CAL#get wave FWHM,get wave FWHM while driver DUT with calibrate current pulse,spec_get_fwhm,5000,ALL,,,,,,
Valencia LIV Check,VTSTPOST#CENT_CAL#get wave length,get wave length while driver DUT with calibrate current pulse,spec_wave_length,5000,ALL,,,,,,
Valencia LIV Check,VTSTPOST#ADIP_RAWDATA_CAL#Raw Data,capture center wavelength of first 10 pulses(10 values),get_rawdata_path,5000,SPEC,,,,,,
Valencia LIV Check,VTSTPOST#WL_DATA_CNT_CAL#get WL_LEN,spectrometer reading times,piam_pwrdata,5000,WAVE_COUNT,,n,,,,
Valencia LIV Check,VTSTPOST#WL_LEN_CAL#get WL_LEN,data count from one spectrometer reading,get_count,5000,2048,,,,,,
Valencia LIV Check,VTSTPOST#SEND#Send Data,Send VTST,uploadmtcp,45000,VTSTPOST,,,,,,
Yogi Fault Condition Test,Reset Yogi Register Addr 0x38 sensor,Bypass Yogi Limit addr 0x38,arm_i2c_write,10000,CH1*0x33*0x38*1*0x00,,,,,,
Yogi Fault Condition Test,Put Yogi to Standby mode,Pull STATUS Pin Low to put Yogi in Standby Mode,set_dut_status,10000,LOW,,,,,,
Yogi Fault Condition Test,YGTSPOST#Y_I_STANDBY#Send Current on Anode pin,Read DUT_VDD_Y_CURRENT,arm_dmm,1000,DUT_VDD_Y_CURRENT,,uA,,,,
Yogi Fault Condition Test,power on dut with 10ma current,Config SMU output parameter(current 0.01A),smu_output_dci,1000,0.01,,,,,,
Yogi Fault Condition Test,time delay 500_1_1,time delay 1500ms,delay,10000,500,,ms,,,,
Yogi Fault Condition Test,YGTSPOST#V_FORWARD_STATUS#SMU_Output_singnal(current 10mA),SMU output singnal parameter(current 0.01A; 1 pulses; 30Hz; 10.8%),smu_measure_volt,10000,,,V,,,,
Yogi Fault Condition Test,YGTSPOST#I_FORWARD_STATUS#SMU_Output_singnal(current 10mA),SMU output singnal parameter(current 0.01A; 1 pulses; 30Hz; 10.8%),smu_measure_curr,10000,,,mA,,,,
Yogi Fault Condition Test,power off dut with 10ma current,Config SMU output parameter(current 0.01A),smu_output_dci,1000,0,,,,,,
Yogi Fault Condition Test,Set Yogi Register Addr 0x38 sensor,Bypass Yogi Limit addr 0x38,set_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,Put Yogi to Active mode,Pull STATUS Pin HIGH,set_dut_status,10000,HIGH,,,,,,
Yogi Fault Condition Test,YGTSPOST#Y_I_ACTIVE#Send Current on Anode pin,Read DUT_VDD_Y_CURRENT,arm_dmm,,DUT_VDD_Y_CURRENT,,mA,,,,
Yogi Fault Condition Test,reset SMU2_1,reset smu,smu_power_off,10000,,,,,,,
Yogi Fault Condition Test,SMU_Config_singnal(current 1.4A; 1 pulses; 30Hz; 10.8%),Config SMU output parameter(current 1.4A; 1 pulses; 30Hz; 10.8%),smu_reset_config,10000,,,,,,,
Yogi Fault Condition Test,Supply 1 pulse of 1.4A and Measure the current on ANODE,SMU output singnal parameter(current 1.4A; 1 pulses; 30Hz; 10.8%),smu_output_current,10000,1.4,1,,,,,
Yogi Fault Condition Test,YGTSPOST#FAULT_STATUS_A#Read Fault A Condition,Read Yogi Status Register status at address 0x24,arm_i2c_read,10000,CH1*0x33*0x24*1,{{LEAKAGE_A}},,,,,
Yogi Fault Condition Test,YGTSPOST#I_CONDITION_A#read Yogi fault A condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_A]],,uA,,,,
Yogi Fault Condition Test,YGTSPOST#LEVEL_STATUS_PIN#Check STATUS Pin voltage,Read Status Pin voltage,skip,10000,DUT_STATUS_CTRL,,mA,,,,
Yogi Fault Condition Test,YGTSPOST#I_STATUS_PIN#Check STATUS Pin current,Read Status Pin current,skip,10000,,,,,,,
Yogi Fault Condition Test,YGTSPOST#SEND#Send Data,Send YGTS,uploadmtcp,45000,YGTSPOST,,,,,,
Yogi Fault Condition Test,Put Yogi to Standby mode2,Pull STATUS Pin Low,set_dut_status,10000,LOW,,,,,,
Power Off,TSED#SEND#Send Data,Send TSED,uploadmtcp,45000,TSED,,,,,,
Power Off,reset SMU2,reset smu,smu_power_off,10000,,,,,,,
Power Off,Power Off,All I/O set to 0 Bit26=1,arm_reset,10000,,,,,,,
Power Off,Turn Off TEC,Turn Off TEC,tec_stop,10000,,,,,,,
