GROUP,TID,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL
Yogi Fault Condition Test,YGTS#Y_I_ACTIVE#Measure Active Mode Current,Read DUT_VDD_Y_CURRENT,arm_dmm,5000,DUT_VDD_Y_CURRENT,,uA,,,,
Yogi Fault Condition Test,reset smu config infro,reset smu config infro,smu_reset_config,5000,,,,,,,
Yogi Fault Condition Test,Supply 1 pulse of 1.4A and Measure the current on ANODE,supply 1 pulse of 1.4A and measure the current on ANODE,smu_output_current,10000,1,1.4,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_A,supply 1 pulse of 1.4A and measure the voltage on ANODE,getyogifaulttestdata,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_A#Read Yogi Status Register R24,Read Yogi Status Register A,arm_i2c_read,10000,CH1*0x33*0x24*1,{{LEAKAGE_A}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_A#read Yogi fault A condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_A]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  A (R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  A (R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_0,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Supply 1 pulse of I_PULSEMAX_B1 and Measure the current on ANODE,supply 1 pulse of I_PULSEMAX_B1 and measure the current on ANODE,smu_output_current,10000,1,I_PULSEMAX_B1,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_B1,supply 1 pulse of IPULSEMAX_B1 and measure the voltage on ANODE,getyogifaulttestdata,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_B1#Read Yogi Status Register R24,Read Yogi Status Register B1,arm_i2c_read,10000,CH1*0x33*0x24*1,{{LEAKAGE_B1}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_B1#read Yogi fault B1 condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_B1]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  B1 (R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms_1_0,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  B1(R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_1_1,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Supply 1 pulse of I_PULSEMAX_B2 and Measure the current on ANODE,supply 1 pulse of I_PULSEMAX_B2 and measure the current on ANODE,smu_output_current,10000,1,I_PULSEMAX_B2,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_B2,supply 1 pulse of IPULSEMAX_B2 and measure the voltage on ANODE,getyogifaulttestdata,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_B2#Read Yogi Status Register_R24,Read Yogi Status Register B2,arm_i2c_read,10000,CH1*0x33*0x24*1,{{LEAKAGE_B2}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_B2#read Yogi fault B2 condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_B2]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  B2 (R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms_2,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  B2 (R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_1_2,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Supply 1 pulse of IPULSEMAX_B3 and Measure the current on ANODE,supply 1 pulse of I_PULSEMAX_B3 and measure the current on ANODE,smu_output_current,10000,1,I_PULSEMAX_B3,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_B3,supply 1 pulse of IPULSEMAX_B3 and measure the voltage on ANODE,getyogifaulttestdata,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_B3#Read Yogi Status Register_R24,Read Yogi Status Register B3,arm_i2c_read,10000,CH1*0x33*0x24*1,{{LEAKAGE_B3}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_B3#read Yogi fault B3 condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_B3]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  B3 (R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms_3,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  B3 (R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_1_3,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,config smu pulse C,config smu pulse B3,smu_configpulse,5000,pulse_number=1;pulse_width=0.0041;pulse_duty=1.8;pulse_level=0.2;pulse_all_measure_delay=0.001;pulse_nplc=0.001;pulse_all_measure_points=8;pulse_all_measure_interal=0.0005;pulse_dio_trigger_type=1;print_raw_data=1;,,,,,,
Yogi Fault Condition Test,Supply 1 pulse of 200mA and Measure the current on ANODE,supply 1 pulse of 200mA and measure the current on ANODE,smu_output_current,10000,1,0.2,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_C,supply 1 pulse of 0.2A and measure the voltage on ANODE,getyogifaulttestdata,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_C#Read Yogi Status Register_R24,Read Yogi Status Register C,arm_i2c_read,10000,CH1*0x33*0x24*1,{{LEAKAGE_C}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_C#read Yogi fault C condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_C]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  C(R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms_4,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  C (R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_1_4,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,config smu pulse D,config smu pulse D,smu_configpulse,5000,pulse_number=2;pulse_width=0.0036;pulse_duty=24.84;pulse_level=0.2;pulse_all_measure_delay=0.001;pulse_nplc=0.001;pulse_all_measure_points=8;pulse_all_measure_interal=0.0005;pulse_dio_trigger_type=1;print_raw_data=1;,,,,,,
Yogi Fault Condition Test,Supply 2 pulses of 200mA and Measure the current on ANODE,supply 2 pulses of 200mA and measure the current on ANODE,smu_output_current,10000,2,0.2,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_D,supply 2 pulse of 0.2A and measure the voltage on ANODE,getyogifaulttestdata,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_D#Read Yogi Status Register_R24,Read Yogi Status Register D,arm_i2c_read,10000,CH1*0x33*0x24*1,{{LEAKAGE_D}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_D#read Yogi fault D condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_D]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  D(R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms_5,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  D (R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_1_5,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,config smu pulse E,config smu pulse E,smu_configpulse,5000,pulse_number=25;pulse_width=0.0036;pulse_duty=21.6;pulse_level=0.2;pulse_all_measure_delay=0.001;pulse_nplc=0.001;pulse_all_measure_points=8;pulse_all_measure_interal=0.0005;pulse_dio_trigger_type=1;print_raw_data=1;,,,,,,
Yogi Fault Condition Test,Supply 25 pulses of Calibrated Current and Measure the current on ANODE,Test Fault E Condition,read_regi_condition,10000,25,VCAL_CHECK,,,,,
Yogi Fault Condition Test,Measure the voltage on ANODE with CONDITION_E,supply 25 pulse of Calibrated Current and measure the voltage on ANODE,read_regi_condition,10000,PULSEVOLT,,V,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_E_1#Read Yogi Status Register,Read Yogi Status Register E1,read_regi_condition,10000,1ST,,,,,,
Yogi Fault Condition Test,YGTS#FAULT_STATUS_E_2#Read Yogi Status Register,Read Yogi Status Register E2,read_regi_condition,10000,2ND,{{LEAKAGE_E}},,,,,
Yogi Fault Condition Test,YGTS#I_CONDITION_E#read Yogi fault E condition leakage current,supply 1 pulse of 1.4A and measure the current on ANODE,measureleakagecurrent,10000,[[LEAKAGE_E]],,uA,,,,
Yogi Fault Condition Test,Clear Fault  E (R38=0X40),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x40,,,,,
Yogi Fault Condition Test,delay_100ms_6,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,Clear Fault  E (R38=0X80),Clear Fault condition & Put Yogi in Active mode,wite_yogi_data,10000,CH1*0x33*0x38*1,0x80,,,,,
Yogi Fault Condition Test,delay_100ms_1_6,delay,delay,,100,,ms,,,,
Yogi Fault Condition Test,YGTS#SEND#SendYGTS,uploadmtcp,uploadmtcp,45000,YGTS,,,,,,
Beam Profile Test,Drive FORWARD Voltage,Driver 100mV votage to DUT,smu_output_dcv,10000,0.1,,V,0.09,0.2,,
Beam Profile Test,Time delay 100ms_1,time delay 100ms,delay,10000,100,,ms,,,,
Beam Profile Test,Measure forward voltage,Measure forward voltage,smu_measure_volt,10000,,,mV,-1,1,,
Beam Profile Test,Measure forward Current,Measure forward current,smu_measure_curr,10000,,,mA,-1,1,,
Beam Profile Test,Reset SMU,reset smu,smu_power_off,1000,,,,,,,
Beam Profile Test,Reset ARM,All I/O set to 0 Bit26=1,arm_reset,1000,,,,,,,
Beam Profile Test,Power On VDD_D_3V,VDD_D_3V(power up Doppler),arm_relay,2000,SUPPLY_VDD_D_3V,,,,,,
Beam Profile Test,Power On VDD_Y_3V,Power On VDD_Y_3V,arm_relay,2000,SUPPLY_VDD_Y_3V,,,,,,
Beam Profile Test,Time delay 100ms_9,time delay 100ms,delay,2000,100,,ms,,,,
Beam Profile Test,Init Yogi I2C,6#Init Yogi I2C,arm_i2c_read,2000,CH1*0x33*0x00*2,,,,,,
Beam Profile Test,Time delay 100ms,time delay 100ms,delay,2000,100,,ms,,,,
Beam Profile Test,Read device ID high byte,Read Device ID High byte,arm_i2c_read,2000,CH1*0x33*0x00*1,,,,,,
Beam Profile Test,Time delay 100ms_2,time delay 100ms,delay,2000,100,,ms,,,,
Beam Profile Test,Read device ID low byte,Read Device ID Low byte,arm_i2c_read,2000,CH1*0x33*0x01*1,,,,,,
Beam Profile Test,Set Yogi Register Addr 0x37=0x80,Bypass Yogi Limit  addr 0x37,set_yogi_data,2000,CH1*0x33*0x37*1,0x80,,,,,
Beam Profile Test,Set Yogi Register Addr 0x30=0x80,Bypass Yogi Limit  addr 0x30,set_yogi_data,2000,CH1*0x33*0x30*1,0x80,,,,,
Beam Profile Test,Set Yogi Register Addr 0x39=0x1f,Bypass Yogi Limit  addr 0x39,set_yogi_data,2000,CH1*0x33*0x39*1,0x1F,,,,,
Beam Profile Test,Set Yogi Register Addr 0x1F=0xff,Bypass Yogi Limit  addr 0x1F,set_yogi_data,2000,CH1*0x33*0x1F*1,0xFF,,,,,
Beam Profile Test,Set Yogi Register Addr 0x38=0x80,Bypass Yogi Limit  addr 0x38,set_yogi_data,5000,CH1*0x33*0x38*1,0x80,,,,,
Beam Profile Test,Measure Yogi Active Current,Turn On TEC,arm_dmm,5000,DUT_VDD_Y_CURRENT,,mA,0,100,,
Beam Profile Test,Request Settle Time and Drive Current for Steady State,send Valencia Calibrated Current Request Packet to Apple Test SW,mtcp_send_vdcr,15000,VDCR,,,,,,
Beam Profile Test,get Settle Time for Steady State,get Settle time,mtcp_vdcr_data,15000,TIME,,s,,,,
Beam Profile Test,get Drive Current for Steady State,get Calibrated Current,mtcp_vdcr_data,10000,CURRENT,,A,0,1,,
Beam Profile Test,Supply I_pulses(calibrate_current_30Hz_ 10.8%),power on,smu_output_curr,1000,VCAL_CHECK,1000,,,,,
Beam Profile Test,Measure_VolCurr,Measure_VolCurr,measure_volcurr,3000,1000,,,,,,
Beam Profile Test,BMPF#NTC_STEADY_STATE#Wait DUT Steady,Wait DUT Steady,skip,6000,,,,20,50,,
Beam Profile Test,Delay 100ms,time delay 100ms,delay,1000,100,,ms,,,,
Beam Profile Test,BMPF#FORWARD_V#Forward Volt,Forward Volt,getpulsevoltcurr,1000,PulseVolt,10,V,1,4,,
Beam Profile Test,BMPF#FORWARD_I#Forward curr,Forward Curr,getpulsevoltcurr,1000,PulseCurr,10,A,0,1.5,,
Beam Profile Test,Beam Profiler Connect,Beam Prifilter Connect,connect,25000,,,,,,,
Beam Profile Test,SNReady,SNready,snready,25000,,,,,,,
Beam Profile Test,Version,Show Version,version,25000,,,,,,,
Beam Profile Test,Power Off,power off,smu_power_off,1000,,,,,,,
Beam Profile Test,Beam Profiler Parameter,parameter,parameter,25000,0.5,,,,,,
Beam Profile Test,Beam Profiler Trigger,trigger,trigger,25000,,,,,,,
Beam Profile Test,Beam Profiler Ready,ready,ready,25000,,,,,,,
Beam Profile Test,Beam Profiler Requestmp,requestmp,requestmp,25000,,,,,,,
Beam Profile Test,BMPF#TOTAL_OPTICAL_POWER#Total Optical Power,Total Optical Power,requesttop,25000,,,W,0,1,,
Beam Profile Test,BMPF#BEAM_SIZE#Beam Size Radius,Beam Size,requestbs,25000,,,mm,1,50,,
Beam Profile Test,BMPF#SOCKET_DCR#SOCKET_DCR,SOCKET_DCR,get_dcr,1000,,,mohm,,,,
Beam Profile Test,BMPF#HOT_SPOT_LOC_X#AptureEnery,AptureEnery,requestap,25000,,,,,,,
Beam Profile Test,BMPF#HOT_SPOT_LOC_Y#AptureEnery,AptureEnery,output_data,1000,data2,,,,,,
Beam Profile Test,BMPF#HOT_SPOT_POWER#AptureEnery,AptureEnery,output_data,1000,energy,,W,0,1,,
Beam Profile Test,BMPF#IMAGE_DATA#Picture_Path,picture_path,picture_path,1000,,,,,,,
Beam Profile Test,BMPF#IMG_WIDTH#WIDTH,Width,width,25000,,,,,,,
Beam Profile Test,BMPF#IMG_HEIGHT#HEIGHT,Height,height,25000,,,,,,,
Beam Profile Test,BMPF#SEND#End Bmpf,End Bmpf,uploadmtcp,45000,BMPF,,,,,,
Power Off,TSED#SEND#Send Data,Send TSED,uploadmtcp,45000,TSED,,,,,,
Power Off,reset SMU2,reset smu,smu_power_off,10000,,,,,,,
Power Off,Discon_REQ_Cam,Discon_REQ_Cam,disconnect,,,,,,,,
Power Off,Power Off TEC,Power Off tec,tec_stop,1000,,,,,,,
PowerOff,Power Off ARM,Power Off arm,arm_reset,1000,,,,,,,
