GROUP,TID,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL
Valencia Emitter Count Check,Camera Connect,Camera Connect,connect,25000,,,,,,,
Valencia Emitter Count Check,Version,Show Version,version,25000,,,,,,,
Valencia Emitter Count Check,SN Ready,SN Ready,snready,25000,,,,,,,
Valencia Emitter Count Check,EMCT#SOCKET_DCR#SOCKET_DCR,SOCKET_DCR,get_dcr,1000,,,mohm,,,,
Valencia Emitter Count Check,SMU_Measure_Vol_Curr,SMU_Measure_Vol_Curr,measure_vol_cur,5000,,,,,,,
Valencia Emitter Count Check,EMCT#FORWARD_V#Forward Volt,forward Volt,getpulsevoltcurr,10000,PulseVolt,10,V,1,4,,
Valencia Emitter Count Check,EMCT#FORWARD_I#Result curr,Forward Volt curr,getpulsevoltcurr,5000,PulseCurr,10,A,0,2,,
Valencia Emitter Count Check,SMU power off,Camera Trigger,smu_power_off,5000,,,,,,,
Valencia Emitter Count Check,Camera Trigger,Camera Trigger,trigger,25000,,,,,,,
Valencia Emitter Count Check,Camera Parameter,Camera Parameter,parameter,25000,0.5,,,,,,
Valencia Emitter Count Check,Camera Capture,Camera Capture,ready,25000,,,,,,,
Valencia Emitter Count Check,EMCT#EMITTER_CENTER_X#GetResult,GetResult,getresult,5000,xindex,,pixel,,,,
Valencia Emitter Count Check,EMCT#EMITTER_CENTER_Y#GetResult,GetResult,getresult,5000,yindex,,pixel,,,,
Valencia Emitter Count Check,EMCT#EMITTER_SIZE#GetResult,GetResult,getresult,5000,area,,pixel,,,,
Valencia Emitter Count Check,EMCT#AVG_POWER#GetResult,GetResult,getresult,5000,mean,,W,0.003,0.006,,
Valencia Emitter Count Check,EMCT#UNIF_MAX#GetResult,GetResult,getresult,5000,max,,W,,,,
Valencia Emitter Count Check,EMCT#UNIF_MIN#GetResult,GetResult,getresult,5000,min,,W,,,,
Valencia Emitter Count Check,EMCT#UNIF_STD#GetResult,GetResult,getresult,5000,std,,W,0.001,0.006,,
Valencia Emitter Count Check,EMCT#CLUSTER_THRESHOLD#GetResult,GetResult,skip,5000,,,,,,,
Valencia Emitter Count Check,EMCT#VALID_EMITTER_CNT#GetResult,GetResult,getresult,5000,count,,,100,300,,
Valencia Emitter Count Check,Uniformity,GetResult,getresult,25000,uniformity,,,1,10,,
Valencia Emitter Count Check,EMCT#IMAGE_DATA#Path,Path,imagepath,25000,,,,,,,
Valencia Emitter Count Check,EMCT#IMG_WIDTH#Width,Path,imagewidth,25000,,,,,,,
Valencia Emitter Count Check,EMCT#IMG_HEIGHT#Hight,Path,imageheight,25000,,,,,,,
Valencia Emitter Count Check,EMCT#SEND#SendEMCT,uploadmtcp,uploadmtcp,45000,EMCT,,,,,,
Power Off,TSED#SEND#Send Data,Send TSED,uploadmtcp,45000,TSED,,,,,,
Power Off,Discon_REQ_Cam,Discon_REQ_Cam,disconnect,,,,,,,,
Power Off,reset SMU2,reset smu,smu_power_off,10000,,,,,,,
Power Off,Power Off,All I/O set to 0 Bit26=1,arm_reset,10000,,,,,,,
Power Off,Turn Off TEC,Turn Off TEC before this test. DUT need to be tested as Cold Start,tec_stop,10000,,,,,,,
