GROUP,TID,DESCRIPTION,FUNCTION,TIMEOUT,PARAM1,PARAM2,UNIT,LOW,HIGH,KEY,VAL
DPCK,DPCK#C_NVM_DATA#read Calypso nvm,read Calypso nvm,mtcp_debug,5000,0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x70;0x0;0xc2;0x8;0xc;0x2;0x60;0x80;0x0;0x0;0x0;0x28;0x80;0xa0;0x0;0x0;0x3;0x4;0x20;0x0;0x0;0x0;0x0;0x40;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x81;0x16;0x12;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0x0;0xdf;0x6f;0x0;0x50;0x0;0x0;0x0;0x0;0xc5;0x64;0x97;0x5d;0x84;0x42;0xe5;0x39,,,,,,
DPCK,DPCK#Y_DEVICE_ID_H#read device ID high byte,Prase Device ID High byte,mtcp_debug,5000,0x0e,,,,,,
DPCK,DPCK#Y_DEVICE_ID_L#read device ID low byte,Prase Device ID Low byte,mtcp_debug,5000,0x74,,,,,,
DPCK,DPCK#Y_REVISION_MAJOR#read revision major,Prase Device revision major,mtcp_debug,5000,0x00,,,,,,
DPCK,DPCK#Y_REVISION_MINOR#read revision minor,Prase Device revision minor,mtcp_debug,5000,0x00,,,,,,
DPCK,DPCK#Y_TRACE_ID#Send to MTCP,Prase Trace ID,mtcp_debug,5000,0x81;0x16;0x12;0x00,,,,,,
DPCK,DPCK#Y_I_ACTIVE#Measure Active Mode Current,Read DUT_VDD_Y_CURRENT,mtcp_debug,5000,1433.510768,,uA,,,,
DPCK,DPCK#SEND#Send to MTCP,Send DPCK to MTCP,uploadmtcp,25000,DPCK,,,,,,
YGWC,YGWC#CONFIG_CRC_H#Send CRC_H,Read TEST_CONFIG_CRC_H register,mtcp_debug,10000,0xFF,0x23,,,,,
YGWC,YGWC#CONFIG_CRC_L#Send CRC_L,Read TEST_CONFIG_CRC_L register,mtcp_debug,10000,0x35,0x33,,,,,
YGWC,YGWC#CONFIG_CRC_H_CALC#Send CRC_H,Read TEST_CONFIG_CRC_H register,mtcp_debug,10000,0xFF,,,,,,
YGWC,YGWC#CONFIG_CRC_L_CALC#Send CRC_L,Read TEST_CONFIG_CRC_H register,mtcp_debug,10000,0x35,,,,,,
YGWC,YGWC#PROG0_REG#Write NVM Register,Read NVMProg0Reg Register,mtcp_debug,10000,0x60,,,,,,
YGWC,YGWC#Y_NVM_1#READ NVM 1,Read Configuration Register,mtcp_debug,10000,0x00;0xff;0x77;0xc7;0xa3;0xd0;0x23;0x0f;0xda;0x82;0x8b;0x00;0x47;0x55;0xa7;0x80;0xff;0x35,,3,4,5,,
YGWC,YGWC#Y_NVM_2#READ NVM 1,Read Configuration Register,mtcp_debug,10000,0x00;0xff;0x77;0xc7;0xa3;0xd0;0x23;0x0f;0xda;0x82;0x8b;0x00;0x47;0x55;0xa7;0x80;0xff;0x35,,3,4,5,,
YGWC,YGWC#Y_NVM_3#READ NVM 1,Read Configuration Register,mtcp_debug,10000,0x00;0xff;0x77;0xc7;0xa3;0xd0;0x23;0x0f;0xda;0x82;0x8b;0x00;0x47;0x55;0xa7;0x80;0xff;0x35,,3,4,5,,
YGWC,YGWC#SEND#Send YGWC,Read Configuration Register,uploadmtcp,25000,YGWC,,,,,,
VTST,VTSTPOST#SOCKET_DCR#Total DCR,Measure volt and current with adjusted current,mtcp_debug,5000,0.21,,mohm,,,,
VTST,VTSTPOST#NTC_INIT#Read NTC,Read NTC from DUT,mtcp_debug,5000,24.85328,,C,24,26,,
VTST,VTSTPOST#PEAK_OPTICAL_POWER_0#SMU Read First Pluse,Measure First pulse power with picoameter,mtcp_debug,10000,434.654336,,mW,0,1000,,
VTST,VTSTPOST#T_STEADY_STATE#Wait for DUT to Reach Steady State,Wait DUT working stable,mtcp_debug,10000,0,,,,,,
VTST,VTSTPOST#NTC_STEADY_STATE#Wait for DUT to Reach Steady State,Wait DUT working stable,mtcp_debug,10000,25.01485,,C,,,,
VTST,VTSTPOST#PEAK_OPTICAL_POWER#Optical_PWR,Optical PWR of 10 pulses,mtcp_debug,5000,435.574392;429.948872;429.50336;433.649616;428.751416;428.795496;432.564184;425.971336;427.180192;430.619496,,mW,0,1,,
VTST,VTSTPOST#FORWARD_V#Forward Voltage,Measure SMU voltage and current,mtcp_debug,10000,2.1616787910461;2.1593368053436;2.1565176844597;2.1518766880035;2.1536116600037;2.1511827707291;2.1471059322357;2.1495349407196;2.1492313742638;2.1439831256866,,V,-1,3,,
VTST,VTSTPOST#FORWARD_I#Forward Current,Measure SMU voltage and current,mtcp_debug,5000,0.7163622379303;0.71559154987335;0.71622738242149;0.71574568748474;0.71588055292765;0.7158949971199;0.71570714314779;0.71572641531626;0.71588054299355;0.71611181894938,,A,-1,1.5,,
VTST,VTSTPOST#FWHM_WAVELENGTH#spectrum width pulse,capture spectral width of first 10 pulses,mtcp_debug,5000,0.505;0.505;0.505;0.505;0.67500000000007;0.50999999999999;0.50999999999999;0.50999999999999;0.50999999999999;0.50999999999999;0.50999999999999,,,,,,
VTST,VTSTPOST#FWHM_WAVELENGTH_0#spectrum width pulse 1,capture spectral width of first 10 pulses(1th values),mtcp_debug,5000,0.505,,nm,0,5,,
VTST,VTSTPOST#CENTROID_WAVELENGTH#center wavelength pulse,capture center wavelength of first 10 pulses,mtcp_debug,5000,936.34577619113;936.34577619113;936.45835576327;936.48928431519;936.51455183766;936.57270567942;936.58672554205;936.62094760852;936.63242729915;936.65006508821;936.66094399982,,,,,,
VTST,VTSTPOST#CENTROID_WAVELENGTH_0#center wavelength pulse 1,capture center wavelength of first 10 pulses(1 values),mtcp_debug,5000,936.3457762,,nm,0,1000,,
VTST,VTSTPOST#VTST_RAWDATA#Raw Data,capture center wavelength of first 10 pulses(10 values),mtcp_debug,5000,D:\MyTest\MTMS_DATA\POST\tMTCP_data_TTDP__2016-12-16_18-06-34-592.json,,,,,,
VTST,VTSTPOST#WL_LEN#get WL_LEN_1,Power off SMU,mtcp_debug,5000,2048,,,,,,
VTST,VTSTPOST#WL_DATA_CNT#get WL_LEN_1,Power off SMU,mtcp_debug,5000,11,,,,,,
VTST,VTSTPOST#SEND#Send Data,Send VTST,uploadmtcp,25000,VTSTPOST,,,,,,
YGTS,YGTSPOST#Y_I_STANDBY#Send Current on Anode pin,Read DUT_VDD_Y_CURRENT,mtcp_debug,1000,26.87685366,,mA,,,,
YGTS,YGTSPOST#Y_I_ACTIVE#Send Current on Anode pin,Read DUT_VDD_Y_CURRENT,mtcp_debug,,1.433712118,,mA,,,,
YGTS,YGTSPOST#I_CONDITION_A#Send Current on Anode pin,SMU output singnal parameter(current 1.4A; 1 pulses; 30Hz; 10.8%),mtcp_debug,10000,0.00630239,,A,,,,
YGTS,YGTSPOST#FAULT_STATUS_A#Read Fault A Condition,Read Yogi Status Register status at address 0x24,mtcp_debug,10000,0x01,,,,,,
YGTS,YGTSPOST#LEVEL_STATUS_PIN#Check STATUS Pin voltage,Read Status Pin voltage,mtcp_debug,10000,SKIP NOW,,mA,,,,
YGTS,YGTSPOST#I_STATUS_PIN#Check STATUS Pin current,Read Status Pin current,mtcp_debug,10000,SKIP NOW,,,,,,
YGTS,YGTSPOST#SEND#Send Data,Send YGTS,uploadmtcp,5000,YGTSPOST,,,,,,
PowerOff,TSED#SEND#End Test,End Tsed,uploadmtcp,15000,TSED,,,,,,
